char	index	unicode	strokes	sequence
阍	4950	U+960D	11	4;2;5;3;5;1;5;2;5;1;1
阎	2396	U+960E	11	4;2;5;3;5;3;2;1;5;1;1
阏	4951	U+960F	11	4;2;5;4;1;5;3;3;4;4;4
阐	2397	U+9610	11	4;2;5;4;3;2;5;1;1;1;2
着	2398	U+7740	11	4;3;1;1;1;3;2;5;1;1;1
羚	2399	U+7F9A	11	4;3;1;1;1;3;3;4;4;5;4
羝	7228	U+7F9D	11	4;3;1;1;1;3;3;5;1;5;4
羟	4952	U+7F9F	11	4;3;1;1;1;3;5;4;1;2;1
盖	2400	U+76D6	11	4;3;1;1;2;1;2;5;2;2;1
羕	7229	U+7F95	11	4;3;1;1;2;1;4;5;5;3;4
眷	2401	U+7737	11	4;3;1;1;3;4;2;5;1;1;1
粝	4953	U+7C9D	11	4;3;1;2;3;4;1;3;1;5;3
粘	2402	U+7C98	11	4;3;1;2;3;4;2;1;2;5;1
粗	2403	U+7C97	11	4;3;1;2;3;4;2;5;1;1;1
粕	4954	U+7C95	11	4;3;1;2;3;4;3;2;5;1;1
粒	2404	U+7C92	11	4;3;1;2;3;4;4;1;4;3;1
断	2405	U+65AD	11	4;3;1;2;3;4;5;3;3;1;2
剪	2406	U+526A	11	4;3;1;2;5;1;1;2;2;5;3
兽	2407	U+517D	11	4;3;2;5;1;2;1;1;2;5;1
敝	4955	U+655D	11	4;3;2;5;2;3;4;3;1;3;4
焐	4956	U+7110	11	4;3;3;4;1;2;5;1;2;5;1
焊	2408	U+710A	11	4;3;3;4;2;5;1;1;1;1;2
焆	7230	U+7106	11	4;3;3;4;2;5;1;2;5;1;1
烯	4957	U+70EF	11	4;3;3;4;3;4;1;3;2;5;2
焓	4958	U+7113	11	4;3;3;4;3;4;4;5;2;5;1
焕	2409	U+7115	11	4;3;3;4;3;5;2;5;1;3;4
烽	4959	U+70FD	11	4;3;3;4;3;5;4;1;1;1;2
焖	4960	U+7116	11	4;3;3;4;4;2;5;4;5;4;4
烷	4961	U+70F7	11	4;3;3;4;4;4;5;1;1;3;5
烺	7231	U+70FA	11	4;3;3;4;4;5;1;1;5;3;4
焗	4962	U+7117	11	4;3;3;4;5;1;3;5;2;5;1
焌	7232	U+710C	11	4;3;3;4;5;4;3;4;3;5;4
清	2410	U+6E05	11	4;4;1;1;1;2;1;2;5;1;1
渍	4963	U+6E0D	11	4;4;1;1;1;2;1;2;5;3;4
添	2411	U+6DFB	11	4;4;1;1;1;3;4;2;4;4;4
渚	4964	U+6E1A	11	4;4;1;1;2;1;3;2;5;1;1
鸿	2412	U+9E3F	11	4;4;1;1;2;1;3;5;4;5;1
淇	4965	U+6DC7	11	4;4;1;1;2;2;1;1;1;3;4
淋	2413	U+6DCB	11	4;4;1;1;2;3;4;1;2;3;4
淅	4966	U+6DC5	11	4;4;1;1;2;3;4;3;3;1;2
淞	4967	U+6DDE	11	4;4;1;1;2;3;4;3;4;5;4
渎	4968	U+6E0E	11	4;4;1;1;2;5;4;4;1;3;4
涯	2414	U+6DAF	11	4;4;1;1;3;1;2;1;1;2;1
淹	2415	U+6DF9	11	4;4;1;1;3;4;2;5;1;1;5
涿	4969	U+6DBF	11	4;4;1;1;3;5;3;3;4;3;4
渠	2416	U+6E20	11	4;4;1;1;5;1;5;1;2;3;4
渐	2417	U+6E10	11	4;4;1;1;5;2;1;3;3;1;2
淑	2418	U+6DD1	11	4;4;1;2;1;1;2;3;4;5;4
淖	4970	U+6DD6	11	4;4;1;2;1;2;5;1;1;1;2
挲	4971	U+6332	11	4;4;1;2;3;4;3;3;1;1;2
淌	2419	U+6DCC	11	4;4;1;2;4;3;2;5;2;5;1
淏	7233	U+6DCF	11	4;4;1;2;5;1;1;1;1;3;4
混	2420	U+6DF7	11	4;4;1;2;5;1;1;1;5;3;5
𬇹	7234	U+2C1F9	11	4;4;1;2;5;1;1;2;1;4;1
淠	4972	U+6DE0	11	4;4;1;2;5;1;2;1;1;3;2
淟	7235	U+6DDF	11	4;4;1;2;5;1;2;2;1;3;4
涸	4973	U+6DB8	11	4;4;1;2;5;1;2;2;5;1;1
渑	4974	U+6E11	11	4;4;1;2;5;1;2;5;1;1;5
淮	2421	U+6DEE	11	4;4;1;3;2;4;1;1;1;2;1
淦	4975	U+6DE6	11	4;4;1;3;4;1;1;2;4;3;1
淆	2422	U+6DC6	11	4;4;1;3;4;1;3;2;5;1;1
渊	2423	U+6E0A	11	4;4;1;3;4;3;1;2;3;4;2
淫	2424	U+6DEB	11	4;4;1;3;4;4;3;3;1;2;1
淜	7236	U+6DDC	11	4;4;1;3;5;1;1;3;5;1;1
淝	4976	U+6DDD	11	4;4;1;3;5;1;1;5;2;1;5
渔	2425	U+6E14	11	4;4;1;3;5;2;5;1;2;1;1
淘	2426	U+6DD8	11	4;4;1;3;5;3;1;1;2;5;2
淴	7237	U+6DF4	11	4;4;1;3;5;3;3;4;5;4;4
淳	2427	U+6DF3	11	4;4;1;4;1;2;5;1;5;2;1
液	2428	U+6DB2	11	4;4;1;4;1;3;2;3;5;4;4
淬	4977	U+6DEC	11	4;4;1;4;1;3;4;3;4;1;2
涪	4978	U+6DAA	11	4;4;1;4;1;4;3;1;2;5;1
淤	2429	U+6DE4	11	4;4;1;4;1;5;3;3;4;4;4
淯	7238	U+6DEF	11	4;4;1;4;1;5;4;2;5;1;1
湴	7239	U+6E74	11	4;4;1;4;3;1;2;2;4;3;1
淡	2430	U+6DE1	11	4;4;1;4;3;3;4;4;3;3;4
淙	4979	U+6DD9	11	4;4;1;4;4;5;1;1;2;3;4
淀	2431	U+6DC0	11	4;4;1;4;4;5;1;2;1;3;4
涫	4980	U+6DAB	11	4;4;1;4;4;5;2;5;1;5;1
涴	7240	U+6DB4	11	4;4;1;4;4;5;3;5;4;5;5
深	2432	U+6DF1	11	4;4;1;4;5;3;4;1;2;3;4
渌	4981	U+6E0C	11	4;4;1;5;1;1;2;4;1;3;4
涮	2433	U+6DAE	11	4;4;1;5;1;3;2;5;2;2;2
涵	2434	U+6DB5	11	4;4;1;5;2;4;1;3;4;5;2
婆	2435	U+5A46	11	4;4;1;5;3;2;5;4;5;3;1
𬍡	7241	U+2C361	11	4;4;1;5;3;3;1;1;2;1;4
梁	2436	U+6881	11	4;4;1;5;3;4;4;1;2;3;4
渗	2437	U+6E17	11	4;4;1;5;4;1;3;4;3;3;3
淄	4982	U+6DC4	11	4;4;1;5;5;5;2;5;1;2;1
情	2438	U+60C5	11	4;4;2;1;1;2;1;2;5;1;1
惬	4983	U+60EC	11	4;4;2;1;1;4;3;1;3;4;5
㥄	7242	U+3944	11	4;4;2;1;2;1;3;4;3;5;4
悻	4984	U+60BB	11	4;4;2;1;2;1;4;3;1;1;2
惜	2439	U+60DC	11	4;4;2;1;2;2;1;2;5;1;1
惭	2440	U+60ED	11	4;4;2;1;5;2;1;3;3;1;2
悱	4985	U+60B1	11	4;4;2;2;1;1;1;2;1;1;1
悼	2441	U+60BC	11	4;4;2;2;1;2;5;1;1;1;2
惝	4986	U+60DD	11	4;4;2;2;4;3;2;5;2;5;1
惧	2442	U+60E7	11	4;4;2;2;5;1;1;1;1;3;4
惕	2443	U+60D5	11	4;4;2;2;5;1;1;3;5;3;3
惘	4987	U+60D8	11	4;4;2;2;5;4;3;1;4;1;5
悸	4988	U+60B8	11	4;4;2;3;1;2;3;4;5;2;1
惟	2444	U+60DF	11	4;4;2;3;2;4;1;1;1;2;1
惆	4989	U+60C6	11	4;4;2;3;5;1;2;1;2;5;1
惛	7243	U+60DB	11	4;4;2;3;5;1;5;2;5;1;1
惚	4990	U+60DA	11	4;4;2;3;5;3;3;4;5;4;4
惊	2445	U+60CA	11	4;4;2;4;1;2;5;1;2;3;4
惇	4991	U+60C7	11	4;4;2;4;1;2;5;1;5;2;1
惦	2446	U+60E6	11	4;4;2;4;1;3;2;1;2;5;1
悴	2447	U+60B4	11	4;4;2;4;1;3;4;3;4;1;2
惮	4992	U+60EE	11	4;4;2;4;3;2;5;1;1;1;2
惔	7244	U+60D4	11	4;4;2;4;3;3;4;4;3;3;4
悰	7245	U+60B0	11	4;4;2;4;4;5;1;1;2;3;4
惋	2448	U+60CB	11	4;4;2;4;4;5;3;5;4;5;5
惨	2449	U+60E8	11	4;4;2;5;4;1;3;4;3;3;3
惙	7246	U+60D9	11	4;4;2;5;4;5;4;5;4;5;4
惯	2450	U+60EF	11	4;4;2;5;5;2;1;2;5;3;4
寇	2451	U+5BC7	11	4;4;5;1;1;3;5;2;1;5;4
寅	2452	U+5BC5	11	4;4;5;1;2;5;1;2;1;3;4
寄	2453	U+5BC4	11	4;4;5;1;3;4;1;2;5;1;2
寁	7247	U+5BC1	11	4;4;5;1;5;1;1;2;1;3;4
寂	2454	U+5BC2	11	4;4;5;2;1;1;2;3;4;5;4
逭	7248	U+902D	11	4;4;5;2;5;1;5;1;4;5;4
宿	2455	U+5BBF	11	4;4;5;3;2;1;3;2;5;1;1
窒	2456	U+7A92	11	4;4;5;3;4;1;5;4;1;2;1
窑	2457	U+7A91	11	4;4;5;3;4;3;1;1;2;5;2
窕	4993	U+7A95	11	4;4;5;3;4;3;4;1;5;3;4
密	2458	U+5BC6	11	4;4;5;4;5;4;3;4;2;5;2
谋	2459	U+8C0B	11	4;5;1;2;2;1;1;1;2;3;4
谌	4994	U+8C0C	11	4;5;1;2;2;1;1;1;3;4;5
谍	2460	U+8C0D	11	4;5;1;2;2;1;5;1;2;3;4
谎	2461	U+8C0E	11	4;5;1;2;2;4;1;5;3;2;5
𬤇	7249	U+2C907	11	4;5;1;2;5;2;2;1;1;2;1
谏	4995	U+8C0F	11	4;5;1;2;5;4;3;1;2;3;4
𫍯	7250	U+2B36F	11	4;5;1;3;1;2;5;1;5;3;4
扈	4996	U+6248	11	4;5;1;3;2;5;1;5;2;1;5
皲	4997	U+76B2	11	4;5;1;5;2;1;5;3;2;5;4
谐	2462	U+8C10	11	4;5;1;5;3;5;3;2;5;1;1
谑	4998	U+8C11	11	4;5;2;1;5;3;1;5;1;5;1
裆	4999	U+88C6	11	4;5;2;3;4;2;4;3;5;1;1
袱	2463	U+88B1	11	4;5;2;3;4;3;2;1;3;4;4
袷	5000	U+88B7	11	4;5;2;3;4;3;4;1;2;5;1
袼	7251	U+88BC	11	4;5;2;3;4;3;5;4;2;5;1
裈	7252	U+88C8	11	4;5;2;3;4;4;5;1;5;1;2
裉	5001	U+88C9	11	4;5;2;3;4;5;1;1;5;3;4
祷	2464	U+7977	11	4;5;2;4;1;1;1;3;1;2;4
祸	2465	U+7978	11	4;5;2;4;2;5;1;2;5;3;4
祲	7253	U+7972	11	4;5;2;4;5;1;1;4;5;5;4
𬤊	7254	U+2C90A	11	4;5;2;5;1;1;1;2;1;3;4
谒	5002	U+8C12	11	4;5;2;5;1;1;3;5;3;4;5
谓	2466	U+8C13	11	4;5;2;5;1;2;1;2;5;1;1
谔	5003	U+8C14	11	4;5;2;5;1;2;5;1;1;1;5
𫍲	7255	U+2B372	11	4;5;3;2;1;5;1;1;2;5;4
谕	5004	U+8C15	11	4;5;3;4;1;2;5;1;1;2;2
谖	5005	U+8C16	11	4;5;3;4;4;3;1;1;3;5;4
谗	5006	U+8C17	11	4;5;3;5;2;5;1;3;5;4;4
谙	5007	U+8C19	11	4;5;4;1;4;3;1;2;5;1;1
谚	2467	U+8C1A	11	4;5;4;1;4;3;1;3;3;3;3
谛	5008	U+8C1B	11	4;5;4;1;4;3;4;5;2;5;2
谜	2468	U+8C1C	11	4;5;4;3;1;2;3;4;4;5;4
谝	5009	U+8C1D	11	4;5;4;5;1;3;2;5;1;2;2
谞	7256	U+8C1E	11	4;5;5;2;1;3;4;2;5;1;1
逯	5010	U+902F	11	5;1;1;2;4;1;3;4;4;5;4
逮	2469	U+902E	11	5;1;1;2;4;1;3;4;4;5;4
敢	2470	U+6562	11	5;1;2;2;1;1;1;3;1;3;4
尉	2471	U+5C09	11	5;1;3;1;1;2;3;4;1;2;4
屠	2472	U+5C60	11	5;1;3;1;2;1;3;2;5;1;1
艴	7257	U+8274	11	5;1;5;3;2;3;5;5;2;1;5
弸	7258	U+5F38	11	5;1;5;3;5;1;1;3;5;1;1
弶	7259	U+5F36	11	5;1;5;4;1;2;5;1;2;3;4
弹	2473	U+5F39	11	5;1;5;4;3;2;5;1;1;1;2
隋	2474	U+968B	11	5;2;1;3;1;2;1;2;5;1;1
堕	2475	U+5815	11	5;2;1;3;2;5;1;1;1;2;1
郿	5011	U+90FF	11	5;2;1;3;2;5;1;1;1;5;2
随	2476	U+968F	11	5;2;1;3;2;5;1;1;4;5;4
蛋	2477	U+86CB	11	5;2;1;3;4;2;5;1;2;1;4
隅	2478	U+9685	11	5;2;2;5;1;1;2;5;2;1;4
隈	5012	U+9688	11	5;2;2;5;1;2;1;1;5;3;4
𬯎	7260	U+2CBCE	11	5;2;2;5;1;2;1;2;5;3;4
粜	5013	U+7C9C	11	5;2;2;5;2;4;3;1;2;3;4
隍	5014	U+968D	11	5;2;3;2;5;1;1;1;1;2;1
隗	5015	U+9697	11	5;2;3;2;5;1;1;3;5;5;4
隃	7261	U+9683	11	5;2;3;4;1;2;5;1;1;2;2
隆	2479	U+9686	11	5;2;3;5;4;1;3;1;1;2;1
隐	2480	U+9690	11	5;2;3;5;5;1;1;4;5;4;4
婧	5016	U+5A67	11	5;3;1;1;1;2;1;2;5;1;1
婊	5017	U+5A4A	11	5;3;1;1;1;2;1;3;5;3;4
婞	7262	U+5A5E	11	5;3;1;1;2;1;4;3;1;1;2
娵	7263	U+5A35	11	5;3;1;1;2;2;1;1;1;5;4
婼	7264	U+5A7C	11	5;3;1;1;2;2;1;3;2;5;1
媖	7265	U+5A96	11	5;3;1;1;2;2;2;5;1;3;4
婳	7266	U+5A73	11	5;3;1;1;2;5;1;2;1;5;2
婍	7267	U+5A4D	11	5;3;1;1;3;4;1;2;5;1;2
婕	5018	U+5A55	11	5;3;1;1;5;1;1;2;1;3;4
婌	7268	U+5A4C	11	5;3;1;2;1;1;2;3;4;5;4
婫	7269	U+5A6B	11	5;3;1;2;5;1;1;1;5;3;5
娼	5019	U+5A3C	11	5;3;1;2;5;1;1;2;5;1;1
婢	5020	U+5A62	11	5;3;1;3;2;5;1;1;3;1;2
婤	7270	U+5A64	11	5;3;1;3;5;1;2;1;2;5;1
婚	2481	U+5A5A	11	5;3;1;3;5;1;5;2;5;1;1
婘	7271	U+5A58	11	5;3;1;4;3;1;1;3;4;5;5
婵	5021	U+5A75	11	5;3;1;4;3;2;5;1;1;1;2
婶	2482	U+5A76	11	5;3;1;4;4;5;2;5;1;1;2
婠	7272	U+5A60	11	5;3;1;4;4;5;2;5;1;5;1
婉	2483	U+5A49	11	5;3;1;4;4;5;3;5;4;5;5
胬	5022	U+80EC	11	5;3;1;5;4;2;5;3;4;3;4
袈	5023	U+8888	11	5;3;2;5;1;4;1;3;5;3;4
颇	2484	U+9887	11	5;3;2;5;4;1;3;2;5;3;4
颈	2485	U+9888	11	5;4;1;2;1;1;3;2;5;3;4
翌	5024	U+7FCC	11	5;4;1;5;4;1;4;1;4;3;1
恿	5025	U+607F	11	5;4;2;5;1;1;2;4;5;4;4
欸	5026	U+6B38	11	5;4;3;1;1;3;4;3;5;3;4
𬘬	7273	U+2C62C	11	5;5;1;1;1;2;1;2;5;1;1
绩	2486	U+7EE9	11	5;5;1;1;1;2;1;2;5;3;4
绪	2487	U+7EEA	11	5;5;1;1;2;1;3;2;5;1;1
绫	5027	U+7EEB	11	5;5;1;1;2;1;3;4;3;5;4
骐	5028	U+9A90	11	5;5;1;1;2;2;1;1;1;3;4
𬘭	7274	U+2C62D	11	5;5;1;1;2;3;4;1;2;3;4
续	2488	U+7EED	11	5;5;1;1;2;5;4;4;1;3;4
骑	2489	U+9A91	11	5;5;1;1;3;4;1;2;5;1;2
绮	5029	U+7EEE	11	5;5;1;1;3;4;1;2;5;1;2
𬴂	7275	U+2CD02	11	5;5;1;2;1;1;1;2;1;1;1
绯	5030	U+7EEF	11	5;5;1;2;1;1;1;2;1;1;1
绰	2490	U+7EF0	11	5;5;1;2;1;2;5;1;1;1;2
绱	5031	U+7EF1	11	5;5;1;2;4;3;2;5;2;5;1
骒	5032	U+9A92	11	5;5;1;2;5;1;1;1;2;3;4
绲	5033	U+7EF2	11	5;5;1;2;5;1;1;1;5;3;5
绳	2491	U+7EF3	11	5;5;1;2;5;1;2;5;1;1;5
骓	5034	U+9A93	11	5;5;1;3;2;4;1;1;1;2;1
维	2492	U+7EF4	11	5;5;1;3;2;4;1;1;1;2;1
绵	2493	U+7EF5	11	5;5;1;3;2;5;1;1;2;5;2
绶	5035	U+7EF6	11	5;5;1;3;4;4;3;4;5;5;4
绷	2494	U+7EF7	11	5;5;1;3;5;1;1;3;5;1;1
绸	2495	U+7EF8	11	5;5;1;3;5;1;2;1;2;5;1
𫘦	7276	U+2B626	11	5;5;1;3;5;3;1;1;2;5;2
绹	7277	U+7EF9	11	5;5;1;3;5;3;1;1;2;5;2
绺	5036	U+7EFA	11	5;5;1;3;5;4;2;4;2;5;1
𫟅	7278	U+2B7C5	11	5;5;1;4;1;2;5;1;2;3;4
𬘯	7279	U+2C62F	11	5;5;1;4;1;2;5;1;5;2;1
绻	5037	U+7EFB	11	5;5;1;4;3;1;1;3;4;5;5
综	2496	U+7EFC	11	5;5;1;4;4;5;1;1;2;3;4
绽	2497	U+7EFD	11	5;5;1;4;4;5;1;2;1;3;4
绾	5038	U+7EFE	11	5;5;1;4;4;5;2;5;1;5;1
骕	7280	U+9A95	11	5;5;1;5;1;1;2;3;2;3;4
𫘧	7281	U+2B627	11	5;5;1;5;1;1;2;4;1;3;4
绿	2498	U+7EFF	11	5;5;1;5;1;1;2;4;1;3;4
骖	5039	U+9A96	11	5;5;1;5;4;1;3;4;3;3;3
缀	2499	U+7F00	11	5;5;1;5;4;5;4;5;4;5;4
缁	5040	U+7F01	11	5;5;1;5;5;5;2;5;1;2;1
巢	2500	U+5DE2	11	5;5;5;2;5;1;1;1;2;3;4
耠	5041	U+8020	12	1;1;1;2;3;4;3;4;1;2;5;1
絜	7282	U+7D5C	12	1;1;1;2;5;3;5;5;4;2;3;4
琫	5042	U+742B	12	1;1;2;1;1;1;1;3;4;1;1;2
琵	5043	U+7435	12	1;1;2;1;1;1;2;1;1;5;3;5
珷	7283	U+73F7	12	1;1;2;1;1;1;2;1;2;1;5;4
琴	2501	U+7434	12	1;1;2;1;1;1;2;1;3;4;4;5
琶	5044	U+7436	12	1;1;2;1;1;1;2;1;5;2;1;5
琪	5045	U+742A	12	1;1;2;1;1;2;2;1;1;1;3;4
瑛	5046	U+745B	12	1;1;2;1;1;2;2;2;5;1;3;4
琳	2502	U+7433	12	1;1;2;1;1;2;3;4;1;2;3;4
琦	5047	U+7426	12	1;1;2;1;1;3;4;1;2;5;1;2
琢	2503	U+7422	12	1;1;2;1;1;3;5;3;3;4;3;4
琲	7284	U+7432	12	1;1;2;1;2;1;1;1;2;1;1;1
琡	7285	U+7421	12	1;1;2;1;2;1;1;2;3;4;5;4
琥	5048	U+7425	12	1;1;2;1;2;1;5;3;1;5;3;5
琨	5049	U+7428	12	1;1;2;1;2;5;1;1;1;5;3;5
靓	5050	U+9753	12	1;1;2;1;2;5;1;1;2;5;3;5
琟	7286	U+741F	12	1;1;2;1;3;2;4;1;1;1;2;1
琼	2504	U+743C	12	1;1;2;1;4;1;2;5;1;2;3;4
斑	2505	U+6591	12	1;1;2;1;4;1;3;4;1;1;2;1
琰	5051	U+7430	12	1;1;2;1;4;3;3;4;4;3;3;4
琮	5052	U+742E	12	1;1;2;1;4;4;5;1;1;2;3;4
琔	7287	U+7414	12	1;1;2;1;4;4;5;1;2;1;3;4
琯	5053	U+742F	12	1;1;2;1;4;4;5;2;5;1;5;1
琬	5054	U+742C	12	1;1;2;1;4;4;5;3;5;4;5;5
琛	5055	U+741B	12	1;1;2;1;4;5;3;4;1;2;3;4
琭	7288	U+742D	12	1;1;2;1;5;1;1;2;4;1;3;4
琚	5056	U+741A	12	1;1;2;1;5;1;3;1;2;2;5;1
辇	5057	U+8F87	12	1;1;3;4;1;1;3;4;1;5;1;2
替	2506	U+66FF	12	1;1;3;4;1;1;3;4;2;5;1;1
鼋	5058	U+9F0B	12	1;1;3;5;2;5;1;2;5;1;1;5
揳	5059	U+63F3	12	1;2;1;1;1;1;2;5;3;1;3;4
揍	2507	U+63CD	12	1;2;1;1;1;1;3;4;1;1;3;4
堾	7289	U+583E	12	1;2;1;1;1;1;3;4;2;5;1;1
款	2508	U+6B3E	12	1;2;1;1;1;2;3;4;3;5;3;4
堼	7290	U+583C	12	1;2;1;1;2;1;1;2;4;1;2;1
堪	2509	U+582A	12	1;2;1;1;2;2;1;1;1;3;4;5
揕	7291	U+63D5	12	1;2;1;1;2;2;1;1;1;3;4;5
堞	5060	U+581E	12	1;2;1;1;2;2;1;5;1;2;3;4
搽	5061	U+643D	12	1;2;1;1;2;2;3;4;1;2;3;4
塔	2510	U+5854	12	1;2;1;1;2;2;3;4;1;2;5;1
搭	2511	U+642D	12	1;2;1;1;2;2;3;4;1;2;5;1
揸	5062	U+63F8	12	1;2;1;1;2;3;4;2;5;1;1;1
堰	2512	U+5830	12	1;2;1;1;2;5;1;1;5;3;1;5
揠	5063	U+63E0	12	1;2;1;1;2;5;1;1;5;3;1;5
堙	5064	U+5819	12	1;2;1;1;2;5;2;2;1;1;2;1
㙘	7292	U+3658	12	1;2;1;1;2;5;2;2;1;5;3;1
堧	7293	U+5827	12	1;2;1;1;3;2;5;2;2;1;3;4
揩	2513	U+63E9	12	1;2;1;1;5;3;5;3;2;5;1;1
越	2514	U+8D8A	12	1;2;1;2;1;3;4;1;5;5;3;4
趄	5065	U+8D84	12	1;2;1;2;1;3;4;2;5;1;1;1
趁	2515	U+8D81	12	1;2;1;2;1;3;4;3;4;3;3;3
趋	2516	U+8D8B	12	1;2;1;2;1;3;4;3;5;5;1;1
超	2517	U+8D85	12	1;2;1;2;1;3;4;5;3;2;5;1
揽	2518	U+63FD	12	1;2;1;2;2;3;1;4;2;5;3;5
堤	2519	U+5824	12	1;2;1;2;5;1;1;1;2;1;3;4
提	2520	U+63D0	12	1;2;1;2;5;1;1;1;2;1;3;4
喆	7294	U+5586	12	1;2;1;2;5;1;1;2;1;2;5;1
揖	5066	U+63D6	12	1;2;1;2;5;1;1;2;2;1;1;1
博	2521	U+535A	12	1;2;1;2;5;1;1;2;4;1;2;4
颉	5067	U+9889	12	1;2;1;2;5;1;1;3;2;5;3;4
堨	7295	U+5828	12	1;2;1;2;5;1;1;3;5;3;4;5
揭	2522	U+63ED	12	1;2;1;2;5;1;1;3;5;3;4;5
喜	2523	U+559C	12	1;2;1;2;5;1;4;3;1;2;5;1
彭	2524	U+5F6D	12	1;2;1;2;5;1;4;3;1;3;3;3
揣	2525	U+63E3	12	1;2;1;2;5;2;1;3;2;5;2;2
塄	5068	U+5844	12	1;2;1;2;5;2;2;1;4;1;5;3
揿	5069	U+63FF	12	1;2;1;3;1;1;1;5;3;5;3;4
插	2526	U+63D2	12	1;2;1;3;1;2;3;2;1;5;1;1
揪	2527	U+63EA	12	1;2;1;3;1;2;3;4;4;3;3;4
塅	7296	U+5845	12	1;2;1;3;2;1;1;1;3;5;5;4
搜	2528	U+641C	12	1;2;1;3;2;1;5;1;1;2;5;4
煮	2529	U+716E	12	1;2;1;3;2;5;1;1;4;4;4;4
堠	7297	U+5820	12	1;2;1;3;2;5;1;3;1;1;3;4
耋	5070	U+800B	12	1;2;1;3;3;5;1;5;4;1;2;1
揄	5071	U+63C4	12	1;2;1;3;4;1;2;5;1;1;2;2
援	2530	U+63F4	12	1;2;1;3;4;4;3;1;1;3;5;4
搀	2531	U+6400	12	1;2;1;3;5;2;5;1;3;5;4;4
蛩	5072	U+86E9	12	1;2;1;3;5;4;2;5;1;2;1;4
蛰	5073	U+86F0	12	1;2;1;3;5;4;2;5;1;2;1;4
絷	7298	U+7D77	12	1;2;1;3;5;4;5;5;4;2;3;4
塆	5074	U+5846	12	1;2;1;4;1;2;2;3;4;5;1;5
裁	2532	U+88C1	12	1;2;1;4;1;3;5;3;4;5;3;4
搁	2533	U+6401	12	1;2;1;4;2;5;3;5;4;2;5;1
搓	2534	U+6413	12	1;2;1;4;3;1;1;1;3;1;2;1
𪣻	7299	U+2A8FB	12	1;2;1;4;3;1;2;3;4;5;3;1
搂	2535	U+6402	12	1;2;1;4;3;1;2;3;4;5;3;1
搅	2536	U+6405	12	1;2;1;4;4;3;4;5;2;5;3;5
壹	2537	U+58F9	12	1;2;1;4;5;1;2;5;1;4;3;1
𡎚	7300	U+2139A	12	1;2;1;4;5;1;3;2;5;1;2;2
握	2538	U+63E1	12	1;2;1;5;1;3;1;5;4;1;2;1
摒	5075	U+6452	12	1;2;1;5;1;3;4;3;1;1;3;2
揆	5076	U+63C6	12	1;2;1;5;4;3;3;4;1;1;3;4
搔	2539	U+6414	12	1;2;1;5;4;4;2;5;1;2;1;4
揉	2540	U+63C9	12	1;2;1;5;4;5;2;3;1;2;3;4
掾	5077	U+63BE	12	1;2;1;5;5;1;3;5;3;3;3;4
葜	7301	U+845C	12	1;2;2;1;1;1;2;5;3;1;3;4
聒	5078	U+8052	12	1;2;2;1;1;1;3;1;2;2;5;1
斯	2541	U+65AF	12	1;2;2;1;1;1;3;4;3;3;1;2
期	2542	U+671F	12	1;2;2;1;1;1;3;4;3;5;1;1
欺	2543	U+6B3A	12	1;2;2;1;1;1;3;4;3;5;3;4
惎	7302	U+60CE	12	1;2;2;1;1;1;3;4;4;5;4;4
联	2544	U+8054	12	1;2;2;1;1;1;4;3;1;1;3;4
葑	5079	U+8451	12	1;2;2;1;2;1;1;2;1;1;2;4
葚	5080	U+845A	12	1;2;2;1;2;2;1;1;1;3;4;5
葫	2545	U+846B	12	1;2;2;1;2;2;5;1;3;5;1;1
萳	7303	U+8433	12	1;2;2;1;2;2;5;4;3;1;1;2
葙	7304	U+8459	12	1;2;2;1;2;3;4;2;5;1;1;1
靬	7305	U+976C	12	1;2;2;1;2;5;1;1;2;1;1;2
靰	5081	U+9770	12	1;2;2;1;2;5;1;1;2;1;3;5
靸	5082	U+9778	12	1;2;2;1;2;5;1;1;2;3;5;4
散	2546	U+6563	12	1;2;2;1;2;5;1;1;3;1;3;4
葴	7306	U+8474	12	1;2;2;1;3;1;2;5;1;5;3;4
葳	5083	U+8473	12	1;2;2;1;3;1;5;3;1;5;3;4
惹	2547	U+60F9	12	1;2;2;1;3;2;5;1;4;5;4;4
蒇	7307	U+8487	12	1;2;2;1;3;2;5;3;4;5;3;4
葬	2548	U+846C	12	1;2;2;1;3;5;4;3;5;1;3;2
蒈	7308	U+8488	12	1;2;2;1;5;3;5;3;2;5;1;1
鄚	7309	U+911A	12	1;2;2;2;5;1;1;1;3;4;5;2
募	2549	U+52DF	12	1;2;2;2;5;1;1;1;3;4;5;3
葺	5084	U+847A	12	1;2;2;2;5;1;1;2;2;1;1;1
葛	2550	U+845B	12	1;2;2;2;5;1;1;3;5;3;4;5
蒉	7310	U+8489	12	1;2;2;2;5;1;2;1;2;5;3;4
葸	5085	U+8478	12	1;2;2;2;5;1;2;1;4;5;4;4
萼	5086	U+843C	12	1;2;2;2;5;1;2;5;1;1;1;5
蓇	7311	U+84C7	12	1;2;2;2;5;5;4;5;2;5;1;1
萩	7312	U+8429	12	1;2;2;3;1;2;3;4;4;3;3;4
董	2551	U+8463	12	1;2;2;3;1;2;5;1;1;2;1;1
葆	5087	U+8446	12	1;2;2;3;2;2;5;1;1;2;3;4
蒐	7313	U+8490	12	1;2;2;3;2;5;1;1;3;5;5;4
