char	index	unicode	strokes	sequence
葩	5088	U+8469	12	1;2;2;3;2;5;1;1;5;2;1;5
葰	7314	U+8470	12	1;2;2;3;2;5;4;3;4;3;5;4
葎	7315	U+844E	12	1;2;2;3;3;2;5;1;1;1;1;2
葡	2552	U+8461	12	1;2;2;3;5;1;2;5;1;1;2;4
敬	2553	U+656C	12	1;2;2;3;5;2;5;1;3;1;3;4
葱	2554	U+8471	12	1;2;2;3;5;3;3;4;4;5;4;4
蒋	2555	U+848B	12	1;2;2;4;1;2;3;5;4;1;2;4
葶	5089	U+8476	12	1;2;2;4;1;2;5;1;4;5;1;2
蒂	2556	U+8482	12	1;2;2;4;1;4;3;4;5;2;5;2
蒌	5090	U+848C	12	1;2;2;4;3;1;2;3;4;5;3;1
鄑	7316	U+9111	12	1;2;2;4;3;1;2;5;1;1;5;2
蒎	7317	U+848E	12	1;2;2;4;4;1;3;3;3;5;3;4
落	2557	U+843D	12	1;2;2;4;4;1;3;5;4;2;5;1
萱	5091	U+8431	12	1;2;2;4;4;5;1;2;5;1;1;1
葖	7318	U+8456	12	1;2;2;4;4;5;3;4;1;3;4;4
蒄	7319	U+8484	12	1;2;2;4;5;1;1;3;5;1;2;4
萹	7320	U+8439	12	1;2;2;4;5;1;3;2;5;1;2;2
韩	2558	U+97E9	12	1;2;2;5;1;1;1;2;1;1;5;2
戟	5092	U+621F	12	1;2;2;5;1;1;1;2;1;5;3;4
朝	2559	U+671D	12	1;2;2;5;1;1;1;2;3;5;1;1
葭	5093	U+846D	12	1;2;2;5;1;2;1;1;5;1;5;4
辜	2560	U+8F9C	12	1;2;2;5;1;4;1;4;3;1;1;2
葵	2561	U+8475	12	1;2;2;5;4;3;3;4;1;1;3;4
棒	2562	U+68D2	12	1;2;3;4;1;1;1;3;4;1;1;2
楮	5094	U+696E	12	1;2;3;4;1;2;1;3;2;5;1;1
棱	2563	U+68F1	12	1;2;3;4;1;2;1;3;4;3;5;4
棋	2564	U+68CB	12	1;2;3;4;1;2;2;1;1;1;3;4
椰	2565	U+6930	12	1;2;3;4;1;2;2;1;1;1;5;2
棤	7321	U+68E4	12	1;2;3;4;1;2;2;1;2;5;1;1
植	2566	U+690D	12	1;2;3;4;1;2;2;5;1;1;1;1
森	2567	U+68EE	12	1;2;3;4;1;2;3;4;1;2;3;4
棽	7322	U+68FD	12	1;2;3;4;1;2;3;4;3;4;4;5
棼	5095	U+68FC	12	1;2;3;4;1;2;3;4;3;4;5;3
焚	2568	U+711A	12	1;2;3;4;1;2;3;4;4;3;3;4
棫	7323	U+68EB	12	1;2;3;4;1;2;5;1;1;5;3;4
椟	5096	U+691F	12	1;2;3;4;1;2;5;4;4;1;3;4
椅	2569	U+6905	12	1;2;3;4;1;3;4;1;2;5;1;2
椓	7324	U+6913	12	1;2;3;4;1;3;5;3;3;4;3;4
椒	2570	U+6912	12	1;2;3;4;2;1;1;2;3;4;5;4
棹	5097	U+68F9	12	1;2;3;4;2;1;2;5;1;1;1;2
棵	2571	U+68F5	12	1;2;3;4;2;5;1;1;1;2;3;4
棍	2572	U+68CD	12	1;2;3;4;2;5;1;1;1;5;3;5
椤	5098	U+6924	12	1;2;3;4;2;5;2;2;1;3;5;4
棰	5099	U+68F0	12	1;2;3;4;3;1;2;1;2;2;1;1
椎	2573	U+690E	12	1;2;3;4;3;2;4;1;1;1;2;1
棉	2574	U+68C9	12	1;2;3;4;3;2;5;1;1;2;5;2
椑	7325	U+6911	12	1;2;3;4;3;2;5;1;1;3;1;2
𬃊	7326	U+2C0CA	12	1;2;3;4;3;3;1;2;2;5;3;4
鹀	7327	U+9E40	12	1;2;3;4;3;4;1;3;5;4;5;1
赍	5100	U+8D4D	12	1;2;3;4;3;4;4;5;2;5;3;4
棚	2575	U+68DA	12	1;2;3;4;3;5;1;1;3;5;1;1
椆	7328	U+6906	12	1;2;3;4;3;5;1;2;1;2;5;1
椋	5101	U+690B	12	1;2;3;4;4;1;2;5;1;2;3;4
椁	5102	U+6901	12	1;2;3;4;4;1;2;5;1;5;2;1
棓	7329	U+68D3	12	1;2;3;4;4;1;4;3;1;2;5;1
棬	7330	U+68EC	12	1;2;3;4;4;3;1;1;3;4;5;5
椪	5103	U+692A	12	1;2;3;4;4;3;1;2;2;4;3;1
棪	7331	U+68EA	12	1;2;3;4;4;3;3;4;4;3;3;4
棕	2576	U+68D5	12	1;2;3;4;4;4;5;1;1;2;3;4
棺	2577	U+68FA	12	1;2;3;4;4;4;5;2;5;1;5;1
椀	7332	U+6900	12	1;2;3;4;4;4;5;3;5;4;5;5
榔	2578	U+6994	12	1;2;3;4;4;5;1;1;5;4;5;2
楗	7333	U+6957	12	1;2;3;4;5;1;1;1;1;2;5;4
棣	5104	U+68E3	12	1;2;3;4;5;1;1;2;4;1;3;4
椐	5105	U+6910	12	1;2;3;4;5;1;3;1;2;2;5;1
椭	2579	U+692D	12	1;2;3;4;5;2;1;3;2;5;1;1
鹁	5106	U+9E41	12	1;2;4;5;5;2;1;3;5;4;5;1
惠	2580	U+60E0	12	1;2;5;1;1;2;1;4;4;5;4;4
𬷕	7334	U+2CDD5	12	1;2;5;1;1;2;4;3;5;4;5;1
甦	7335	U+7526	12	1;2;5;1;1;3;4;3;1;1;2;1
惑	2581	U+60D1	12	1;2;5;1;1;5;3;4;4;5;4;4
逼	2582	U+903C	12	1;2;5;1;2;5;1;2;1;4;5;4
覃	5107	U+8983	12	1;2;5;2;2;1;2;5;1;1;1;2
粟	2583	U+7C9F	12	1;2;5;2;2;1;4;3;1;2;3;4
棘	2584	U+68D8	12	1;2;5;2;3;4;1;2;5;2;3;4
酣	2585	U+9163	12	1;2;5;3;5;1;1;1;2;2;1;1
酤	5108	U+9164	12	1;2;5;3;5;1;1;1;2;2;5;1
酢	5109	U+9162	12	1;2;5;3;5;1;1;3;1;2;1;1
酥	2586	U+9165	12	1;2;5;3;5;1;1;3;1;2;3;4
酡	5110	U+9161	12	1;2;5;3;5;1;1;4;4;5;3;5
酦	7336	U+9166	12	1;2;5;3;5;1;1;5;3;5;4;4
鹂	5111	U+9E42	12	1;2;5;4;2;5;4;3;5;4;5;1
觌	7337	U+89CC	12	1;2;5;4;4;1;3;4;2;5;3;5
厨	2587	U+53A8	12	1;3;1;2;5;1;4;3;1;1;2;4
厦	2588	U+53A6	12	1;3;1;3;2;5;1;1;1;3;5;4
奡	7338	U+5961	12	1;3;2;5;1;1;1;1;3;4;3;2
皕	7339	U+7695	12	1;3;2;5;1;1;1;3;2;5;1;1
硬	2589	U+786C	12	1;3;2;5;1;1;2;5;1;1;3;4
硝	2590	U+785D	12	1;3;2;5;1;2;4;3;2;5;1;1
硪	7340	U+786A	12	1;3;2;5;1;3;1;2;1;5;3;4
确	2591	U+786E	12	1;3;2;5;1;3;5;3;5;1;1;2
硫	2592	U+786B	12	1;3;2;5;1;4;1;5;4;3;2;5
雁	2593	U+96C1	12	1;3;3;2;3;2;4;1;1;1;2;1
欹	7341	U+6B39	12	1;3;4;1;2;5;1;2;3;5;3;4
厥	5112	U+53A5	12	1;3;4;3;1;5;2;3;3;5;3;4
詟	7342	U+8A5F	12	1;3;5;3;4;4;1;1;1;2;5;1
殖	2594	U+6B96	12	1;3;5;4;1;2;2;5;1;1;1;1
裂	2595	U+88C2	12	1;3;5;4;2;2;4;1;3;5;3;4
雄	2596	U+96C4	12	1;3;5;4;3;2;4;1;1;1;2;1
殚	5113	U+6B9A	12	1;3;5;4;4;3;2;5;1;1;1;2
殛	5114	U+6B9B	12	1;3;5;4;5;2;2;5;1;5;4;1
颊	2597	U+988A	12	1;4;3;1;3;4;1;3;2;5;3;4
雳	2598	U+96F3	12	1;4;5;2;4;4;4;4;1;3;5;3
雯	5115	U+96EF	12	1;4;5;2;4;4;4;4;4;1;3;4
雱	5116	U+96F1	12	1;4;5;2;4;4;4;4;4;1;5;3
辊	5117	U+8F8A	12	1;5;2;1;2;5;1;1;1;5;3;5
辋	5118	U+8F8B	12	1;5;2;1;2;5;4;3;1;4;1;5
𫐐	7343	U+2B410	12	1;5;2;1;3;2;1;5;1;1;3;5
椠	5119	U+6920	12	1;5;2;1;3;3;1;2;1;2;3;4
暂	2599	U+6682	12	1;5;2;1;3;3;1;2;2;5;1;1
辌	7344	U+8F8C	12	1;5;2;1;4;1;2;5;1;2;3;4
辍	5120	U+8F8D	12	1;5;2;1;5;4;5;4;5;4;5;4
辎	5121	U+8F8E	12	1;5;2;1;5;5;5;2;5;1;2;1
雅	2600	U+96C5	12	1;5;2;3;3;2;4;1;1;1;2;1
翘	2601	U+7FD8	12	1;5;3;1;3;5;5;4;1;5;4;1
棐	7345	U+68D0	12	2;1;1;1;2;1;1;1;1;2;3;4
辈	2602	U+8F88	12	2;1;1;1;2;1;1;1;1;5;1;2
斐	5122	U+6590	12	2;1;1;1;2;1;1;1;4;1;3;4
悲	2603	U+60B2	12	2;1;1;1;2;1;1;1;4;5;4;4
龂	7346	U+9F82	12	2;1;2;1;3;4;5;2;3;3;1;2
𬹼	7347	U+2CE7C	12	2;1;2;1;3;4;5;2;3;4;3;2
紫	2604	U+7D2B	12	2;1;2;1;3;5;5;5;4;2;3;4
凿	2605	U+51FF	12	2;2;4;3;1;4;3;1;1;2;5;2
黹	7348	U+9EF9	12	2;2;4;3;1;4;3;2;5;2;3;4
辉	2606	U+8F89	12	2;4;3;1;3;5;4;5;1;5;1;2
敞	2607	U+655E	12	2;4;3;2;5;2;5;1;3;1;3;4
棠	2608	U+68E0	12	2;4;3;4;5;2;5;1;1;2;3;4
牚	7349	U+725A	12	2;4;3;4;5;2;5;1;1;5;2;3
赏	2609	U+8D4F	12	2;4;3;4;5;2;5;1;2;5;3;4
掌	2610	U+638C	12	2;4;3;4;5;2;5;1;3;1;1;2
晴	2611	U+6674	12	2;5;1;1;1;1;2;1;2;5;1;1
睐	2612	U+7750	12	2;5;1;1;1;1;4;3;1;2;3;4
暑	2613	U+6691	12	2;5;1;1;1;2;1;3;2;5;1;1
最	2614	U+6700	12	2;5;1;1;1;2;2;1;1;1;5;4
晰	2615	U+6670	12	2;5;1;1;1;2;3;4;3;3;1;2
睄	5123	U+7744	12	2;5;1;1;1;2;4;3;2;5;1;1
量	2616	U+91CF	12	2;5;1;1;1;2;5;1;1;2;1;1
睎	7350	U+774E	12	2;5;1;1;1;3;4;1;3;2;5;2
睑	5124	U+7751	12	2;5;1;1;1;3;4;1;4;4;3;1
睇	5125	U+7747	12	2;5;1;1;1;4;3;5;1;5;2;3
鼎	2617	U+9F0E	12	2;5;1;1;1;5;1;3;2;1;2;5
睃	5126	U+7743	12	2;5;1;1;1;5;4;3;4;3;5;4
喷	2618	U+55B7	12	2;5;1;1;2;1;2;2;2;5;3;4
晫	7351	U+666B	12	2;5;1;1;2;1;2;5;1;1;1;2
戢	5127	U+6222	12	2;5;1;1;2;2;1;1;1;5;3;4
喋	5128	U+558B	12	2;5;1;1;2;2;1;5;1;2;3;4
嗒	5129	U+55D2	12	2;5;1;1;2;2;3;4;1;2;5;1
喃	5130	U+5583	12	2;5;1;1;2;2;5;4;3;1;1;2
喳	2619	U+55B3	12	2;5;1;1;2;3;4;2;5;1;1;1
晶	2620	U+6676	12	2;5;1;1;2;5;1;1;2;5;1;1
晪	7352	U+666A	12	2;5;1;1;2;5;1;2;2;1;3;4
喇	2621	U+5587	12	2;5;1;1;2;5;1;2;3;4;2;2
遇	2622	U+9047	12	2;5;1;1;2;5;2;1;4;4;5;4
喊	2623	U+558A	12	2;5;1;1;3;1;2;5;1;5;3;4
喱	5131	U+55B1	12	2;5;1;1;3;2;5;1;1;2;1;1
喹	5132	U+55B9	12	2;5;1;1;3;4;1;2;1;1;2;1
遏	2624	U+904F	12	2;5;1;1;3;5;3;4;5;4;5;4
晷	5133	U+6677	12	2;5;1;1;3;5;4;2;4;2;5;1
晾	2625	U+667E	12	2;5;1;1;4;1;2;5;1;2;3;4
景	2626	U+666F	12	2;5;1;1;4;1;2;5;1;2;3;4
晱	7353	U+6671	12	2;5;1;1;4;3;3;4;4;3;3;4
喈	5134	U+5588	12	2;5;1;1;5;3;5;3;2;5;1;1
畴	2627	U+7574	12	2;5;1;2;1;1;1;1;3;1;2;4
践	2628	U+8DF5	12	2;5;1;2;1;2;1;1;1;5;3;4
跖	5135	U+8DD6	12	2;5;1;2;1;2;1;1;3;2;5;1
跋	2629	U+8DCB	12	2;5;1;2;1;2;1;1;3;5;4;4
跌	2630	U+8DCC	12	2;5;1;2;1;2;1;3;1;1;3;4
跗	5136	U+8DD7	12	2;5;1;2;1;2;1;3;2;1;2;4
跞	5137	U+8DDE	12	2;5;1;2;1;2;1;3;5;2;3;4
跚	5138	U+8DDA	12	2;5;1;2;1;2;1;3;5;3;5;1
跑	2631	U+8DD1	12	2;5;1;2;1;2;1;3;5;5;1;5
跎	5139	U+8DCE	12	2;5;1;2;1;2;1;4;4;5;3;5
跏	5140	U+8DCF	12	2;5;1;2;1;2;1;5;3;2;5;1
跛	2632	U+8DDB	12	2;5;1;2;1;2;1;5;3;2;5;4
跆	5141	U+8DC6	12	2;5;1;2;1;2;1;5;4;2;5;1
𧿹	7354	U+27FF9	12	2;5;1;2;1;2;1;5;5;4;1;4
遗	2633	U+9057	12	2;5;1;2;1;2;5;3;4;4;5;4
蛙	2634	U+86D9	12	2;5;1;2;1;4;1;2;1;1;2;1
蛱	5142	U+86F1	12	2;5;1;2;1;4;1;4;3;1;3;4
蛲	5143	U+86F2	12	2;5;1;2;1;4;1;5;3;1;3;5
蛭	5144	U+86ED	12	2;5;1;2;1;4;1;5;4;1;2;1
蛳	5145	U+86F3	12	2;5;1;2;1;4;2;3;1;2;5;2
蛐	5146	U+86D0	12	2;5;1;2;1;4;2;5;1;2;2;1
蛔	5147	U+86D4	12	2;5;1;2;1;4;2;5;2;5;1;1
蛛	2635	U+86DB	12	2;5;1;2;1;4;3;1;1;2;3;4
蜓	2636	U+8713	12	2;5;1;2;1;4;3;1;2;1;5;4
蛞	5148	U+86DE	12	2;5;1;2;1;4;3;1;2;2;5;1
蜒	2637	U+8712	12	2;5;1;2;1;4;3;2;1;5;5;4
蛤	2638	U+86E4	12	2;5;1;2;1;4;3;4;1;2;5;1
蛴	5149	U+86F4	12	2;5;1;2;1;4;4;1;3;4;3;2
蛟	5150	U+86DF	12	2;5;1;2;1;4;4;1;3;4;3;4
蛘	5151	U+86D8	12	2;5;1;2;1;4;4;3;1;1;1;2
蛑	7355	U+86D1	12	2;5;1;2;1;4;5;4;3;1;1;2
畯	7356	U+756F	12	2;5;1;2;1;5;4;3;4;3;5;4
喁	5152	U+5581	12	2;5;1;2;5;1;1;2;5;2;1;4
喝	2639	U+559D	12	2;5;1;2;5;1;1;3;5;3;4;5
鹃	2640	U+9E43	12	2;5;1;2;5;1;1;3;5;4;5;1
喂	2641	U+5582	12	2;5;1;2;5;1;2;1;1;5;3;4
喟	5153	U+559F	12	2;5;1;2;5;1;2;1;2;5;1;1
斝	7357	U+659D	12	2;5;1;2;5;1;4;5;4;4;1;2
喘	2642	U+5598	12	2;5;1;2;5;2;1;3;2;5;2;2
啾	5154	U+557E	12	2;5;1;3;1;2;3;4;4;3;3;4
嗖	5155	U+55D6	12	2;5;1;3;2;1;5;1;1;2;5;4
喤	7358	U+55A4	12	2;5;1;3;2;5;1;1;1;1;2;1
喉	2643	U+5589	12	2;5;1;3;2;5;1;3;1;1;3;4
喻	2644	U+55BB	12	2;5;1;3;4;1;2;5;1;1;2;2
喑	5156	U+5591	12	2;5;1;4;1;4;3;1;2;5;1;1
啼	2645	U+557C	12	2;5;1;4;1;4;3;4;5;2;5;2
嗟	5157	U+55DF	12	2;5;1;4;3;1;1;1;3;1;2;1
喽	5158	U+55BD	12	2;5;1;4;3;1;2;3;4;5;3;1
嗞	5159	U+55DE	12	2;5;1;4;3;1;5;5;4;5;5;4
喧	2646	U+55A7	12	2;5;1;4;4;5;1;2;5;1;1;1
喀	5160	U+5580	12	2;5;1;4;4;5;3;5;4;2;5;1
喔	5161	U+5594	12	2;5;1;5;1;3;1;5;4;1;2;1
喙	5162	U+5599	12	2;5;1;5;5;1;3;5;3;3;3;4
崶	7359	U+5D36	12	2;5;2;1;2;1;1;2;1;1;2;4
嵁	7360	U+5D41	12	2;5;2;1;2;2;1;1;1;3;4;5
嵌	2647	U+5D4C	12	2;5;2;1;2;2;1;1;3;5;3;4
𫶇	7361	U+2BD87	12	2;5;2;1;2;2;2;4;5;2;5;2
嵘	5163	U+5D58	12	2;5;2;1;2;2;4;5;1;2;3;4
嵖	5164	U+5D56	12	2;5;2;1;2;3;4;2;5;1;1;1
幅	2648	U+5E45	12	2;5;2;1;2;5;1;2;5;1;2;1
崾	7362	U+5D3E	12	2;5;2;1;2;5;2;2;1;5;3;1
嵅	7363	U+5D45	12	2;5;2;1;3;1;2;5;1;5;3;4
崴	5165	U+5D34	12	2;5;2;1;3;1;5;3;1;5;3;4
遄	5166	U+9044	12	2;5;2;1;3;2;5;2;2;4;5;4
詈	5167	U+8A48	12	2;5;2;2;1;4;1;1;1;2;5;1
帽	2649	U+5E3D	12	2;5;2;2;5;1;1;2;5;1;1;1
嵎	5168	U+5D4E	12	2;5;2;2;5;1;1;2;5;2;1;4
崽	5169	U+5D3D	12	2;5;2;2;5;1;2;1;4;5;4;4
崿	7364	U+5D3F	12	2;5;2;2;5;1;2;5;1;1;1;5
嵚	7365	U+5D5A	12	2;5;2;3;1;1;1;5;3;5;3;4
嵬	5170	U+5D6C	12	2;5;2;3;2;5;1;1;3;5;5;4
嵛	5171	U+5D5B	12	2;5;2;3;4;1;2;5;1;1;2;2
翙	7366	U+7FD9	12	2;5;2;3;5;4;5;4;1;5;4;1
嵯	5172	U+5D6F	12	2;5;2;4;3;1;1;1;3;1;2;1
嵝	5173	U+5D5D	12	2;5;2;4;3;1;2;3;4;5;3;1
嵫	5174	U+5D6B	12	2;5;2;4;3;1;5;5;4;5;5;4
幄	5175	U+5E44	12	2;5;2;5;1;3;1;5;4;1;2;1
𫖮	7367	U+2B5AE	12	2;5;2;5;1;5;1;3;2;5;3;4
嵋	5176	U+5D4B	12	2;5;2;5;2;1;3;2;5;1;1;1
圌	7368	U+570C	12	2;5;2;5;2;1;3;2;5;2;2;1
圐	7369	U+5710	12	2;5;2;5;2;2;1;4;1;5;3;1
赋	2650	U+8D4B	12	2;5;3;4;1;1;2;1;2;1;5;4
赌	2651	U+8D4C	12	2;5;3;4;1;2;1;3;2;5;1;1
赎	2652	U+8D4E	12	2;5;3;4;1;2;5;4;4;1;3;4
赐	2653	U+8D50	12	2;5;3;4;2;5;1;1;3;5;3;3
赑	7370	U+8D51	12	2;5;3;4;2;5;3;4;2;5;3;4
淼	7371	U+6DFC	12	2;5;3;4;2;5;3;4;2;5;3;4
赒	7372	U+8D52	12	2;5;3;4;3;5;1;2;1;2;5;1
赔	2654	U+8D54	12	2;5;3;4;4;1;4;3;1;2;5;1
赕	5177	U+8D55	12	2;5;3;4;4;3;3;4;4;3;3;4
黑	2655	U+9ED1	12	2;5;4;3;1;2;1;1;4;4;4;4
铸	2656	U+94F8	12	3;1;1;1;5;1;1;1;3;1;2;4
鿏	7373	U+9FCF	12	3;1;1;1;5;1;1;2;1;3;5;4
铹	7374	U+94F9	12	3;1;1;1;5;1;2;2;4;5;5;3
𬭊	7375	U+2CB4A	12	3;1;1;1;5;1;2;3;4;1;2;1
𨱇	7377	U+28C47	12	3;1;1;1;5;1;2;4;1;3;4;4
铺	2657	U+94FA	12	3;1;1;1;5;1;2;5;1;1;2;4
铻	5178	U+94FB	12	3;1;1;1;5;1;2;5;1;2;5;1
铼	5179	U+94FC	12	3;1;1;1;5;1;4;3;1;2;3;4
铽	7376	U+94FD	12	3;1;1;1;5;1;4;5;4;4;5;4
链	2658	U+94FE	12	3;1;1;1;5;1;5;1;2;4;5;4
铿	5180	U+94FF	12	3;1;1;1;5;2;2;5;4;1;2;1
销	2659	U+9500	12	3;1;1;1;5;2;4;3;2;5;1;1
锁	2660	U+9501	12	3;1;1;1;5;2;4;3;2;5;3;4
锃	5181	U+9503	12	3;1;1;1;5;2;5;1;1;1;2;1
锄	2661	U+9504	12	3;1;1;1;5;2;5;1;1;1;5;3
锂	5182	U+9502	12	3;1;1;1;5;2;5;1;1;2;1;1
𫓶	7378	U+2B4F6	12	3;1;1;1;5;2;5;1;2;5;1;1
锅	2662	U+9505	12	3;1;1;1;5;2;5;1;2;5;3;4
锆	5183	U+9506	12	3;1;1;1;5;3;1;2;1;2;5;1
锇	5184	U+9507	12	3;1;1;1;5;3;1;2;1;5;3;4
锈	2663	U+9508	12	3;1;1;1;5;3;1;2;3;4;5;3
锉	5185	U+9509	12	3;1;1;1;5;3;4;3;4;1;2;1
锊	7379	U+950A	12	3;1;1;1;5;3;4;4;3;1;2;4
锋	2664	U+950B	12	3;1;1;1;5;3;5;4;1;1;1;2
锌	2665	U+950C	12	3;1;1;1;5;4;1;4;3;1;1;2
锍	7380	U+950D	12	3;1;1;1;5;4;1;5;4;3;2;5
锎	7381	U+950E	12	3;1;1;1;5;4;2;5;1;1;3;2
锏	5186	U+950F	12	3;1;1;1;5;4;2;5;2;5;1;1
锐	2666	U+9510	12	3;1;1;1;5;4;3;2;5;1;3;5
锑	5187	U+9511	12	3;1;1;1;5;4;3;5;1;5;2;3
𬭎	7382	U+2CB4E	12	3;1;1;1;5;4;4;5;1;3;5;4
锒	5188	U+9512	12	3;1;1;1;5;4;5;1;1;5;3;4
锓	7383	U+9513	12	3;1;1;1;5;5;1;1;4;5;5;4
锔	5189	U+9514	12	3;1;1;1;5;5;1;3;5;2;5;1
锕	5190	U+9515	12	3;1;1;1;5;5;2;1;2;5;1;2
甥	2667	U+7525	12	3;1;1;2;1;2;5;1;2;1;5;3
犇	7384	U+7287	12	3;1;1;2;3;1;2;1;3;1;1;2
掣	5191	U+63A3	12	3;1;1;2;5;2;2;2;3;1;1;2
掰	2668	U+63B0	12	3;1;1;3;3;4;5;3;3;1;1;2
短	2669	U+77ED	12	3;1;1;3;4;1;2;5;1;4;3;1
智	2670	U+667A	12	3;1;1;3;4;2;5;1;2;5;1;1
矬	5192	U+77EC	12	3;1;1;3;4;3;4;3;4;1;2;1
氰	5193	U+6C30	12	3;1;1;5;1;1;2;1;2;5;1;1
毳	5194	U+6BF3	12	3;1;1;5;3;1;1;5;3;1;1;5
氮	2671	U+6C2E	12	3;1;1;5;4;3;3;4;4;3;3;4
毯	2672	U+6BEF	12	3;1;1;5;4;3;3;4;4;3;3;4
毽	5195	U+6BFD	12	3;1;1;5;5;1;1;1;1;2;5;4
氯	2673	U+6C2F	12	3;1;1;5;5;1;1;2;4;1;3;4
犊	5196	U+728A	12	3;1;2;1;1;2;5;4;4;1;3;4
犄	5197	U+7284	12	3;1;2;1;1;3;4;1;2;5;1;2
犋	5198	U+728B	12	3;1;2;1;2;5;1;1;1;1;3;4
鹄	5199	U+9E44	12	3;1;2;1;2;5;1;3;5;4;5;1
犍	5200	U+728D	12	3;1;2;1;5;1;1;1;1;2;5;4
鹅	2674	U+9E45	12	3;1;2;1;5;3;4;3;5;4;5;1
颋	7385	U+988B	12	3;1;2;1;5;4;1;3;2;5;3;4
剩	2675	U+5269	12	3;1;2;2;1;1;3;5;3;4;2;2
嵇	5201	U+5D47	12	3;1;2;3;4;1;3;5;4;2;5;2
稍	2676	U+7A0D	12	3;1;2;3;4;2;4;3;2;5;1;1
程	2677	U+7A0B	12	3;1;2;3;4;2;5;1;1;1;2;1
稌	7386	U+7A0C	12	3;1;2;3;4;3;4;1;1;2;3;4
稀	2678	U+7A00	12	3;1;2;3;4;3;4;1;3;2;5;2
黍	5202	U+9ECD	12	3;1;2;3;4;3;4;2;4;1;3;4
稃	5203	U+7A03	12	3;1;2;3;4;3;4;4;3;5;2;1
税	2679	U+7A0E	12	3;1;2;3;4;4;3;2;5;1;3;5
稂	5204	U+7A02	12	3;1;2;3;4;4;5;1;1;5;3;4
筐	2680	U+7B50	12	3;1;4;3;1;4;1;1;1;2;1;5
筀	7387	U+7B40	12	3;1;4;3;1;4;1;2;1;1;2;1
等	2681	U+7B49	12	3;1;4;3;1;4;1;2;1;1;2;4
筘	7388	U+7B58	12	3;1;4;3;1;4;1;2;1;2;5;1
筑	2682	U+7B51	12	3;1;4;3;1;4;1;2;1;3;5;4
策	2683	U+7B56	12	3;1;4;3;1;4;1;2;5;2;3;4
筚	5205	U+7B5A	12	3;1;4;3;1;4;1;5;3;5;1;2
筛	2684	U+7B5B	12	3;1;4;3;1;4;2;3;1;2;5;2
筜	7389	U+7B5C	12	3;1;4;3;1;4;2;4;3;5;1;1
筥	7390	U+7B65	12	3;1;4;3;1;4;2;5;1;2;5;1
筒	2685	U+7B52	12	3;1;4;3;1;4;2;5;1;2;5;1
筅	7391	U+7B45	12	3;1;4;3;1;4;3;1;2;1;3;5
筏	2686	U+7B4F	12	3;1;4;3;1;4;3;2;1;5;3;4
筵	5206	U+7B75	12	3;1;4;3;1;4;3;2;1;5;5;4
筌	5207	U+7B4C	12	3;1;4;3;1;4;3;4;1;1;2;1
答	2687	U+7B54	12	3;1;4;3;1;4;3;4;1;2;5;1
筋	2688	U+7B4B	12	3;1;4;3;1;4;3;5;1;1;5;3
筝	2689	U+7B5D	12	3;1;4;3;1;4;3;5;5;1;1;2
傣	5208	U+50A3	12	3;2;1;1;1;3;4;2;4;1;3;4
傲	2690	U+50B2	12	3;2;1;1;2;1;5;3;3;1;3;4
傃	7392	U+5083	12	3;2;1;1;2;1;5;5;4;2;3;4
傅	2691	U+5085	12	3;2;1;2;5;1;1;2;4;1;2;4
傈	5209	U+5088	12	3;2;1;2;5;2;2;1;1;2;3;4
傉	7393	U+5089	12	3;2;1;3;1;1;5;3;4;1;2;4
舄	5210	U+8204	12	3;2;1;5;1;1;3;5;4;4;4;4
牍	5211	U+724D	12	3;2;1;5;1;2;5;4;4;1;3;4
牌	2692	U+724C	12	3;2;1;5;3;2;5;1;1;3;1;2
翛	7394	U+7FDB	12	3;2;2;3;5;4;5;4;1;5;4;1
傥	5212	U+50A5	12	3;2;2;4;3;4;5;2;5;1;3;5
堡	2693	U+5821	12	3;2;2;5;1;1;2;3;4;1;2;1
傒	7395	U+5092	12	3;2;3;4;4;3;5;5;4;1;3;4
集	2694	U+96C6	12	3;2;4;1;1;1;2;1;1;2;3;4
焦	2695	U+7126	12	3;2;4;1;1;1;2;1;4;4;4;4
傍	2696	U+508D	12	3;2;4;1;4;3;4;5;4;1;5;3
傧	5213	U+50A7	12	3;2;4;4;5;3;2;1;2;1;3;4
储	2697	U+50A8	12	3;2;4;5;1;2;1;3;2;5;1;1
傕	7396	U+5095	12	3;2;4;5;3;2;4;1;1;1;2;1
遑	5214	U+9051	12	3;2;5;1;1;1;1;2;1;4;5;4
皓	2698	U+7693	12	3;2;5;1;1;3;1;2;1;2;5;1
皖	2699	U+7696	12	3;2;5;1;1;4;4;5;1;1;3;5
粤	2700	U+7CA4	12	3;2;5;4;3;1;2;3;4;1;1;5
奥	2701	U+5965	12	3;2;5;4;3;1;2;3;4;1;3;4
傩	5215	U+50A9	12	3;2;5;4;3;2;4;1;1;1;2;1
遁	5216	U+9041	12	3;3;1;2;2;5;1;1;1;4;5;4
街	2702	U+8857	12	3;3;2;1;2;1;1;2;1;1;1;2
惩	2703	U+60E9	12	3;3;2;1;2;1;2;1;4;5;4;4
御	2704	U+5FA1	12	3;3;2;3;1;1;2;1;2;1;5;2
徨	5217	U+5FA8	12	3;3;2;3;2;5;1;1;1;1;2;1
循	2705	U+5FAA	12	3;3;2;3;3;1;2;2;5;1;1;1
媭	5218	U+5AAD	12	3;3;3;1;3;2;5;3;4;5;3;1
